"","Number_of_mu_Land_Cultivated_lastyear","Total_Income_From_Crops_lastyear","Value_of_Crops_Consumed_lastyear","Yuan_Spent_Raising_Crops_lastyear","Year","HHid","Province","UR","Total_Value_From_Crops_lastyear","CI","time","ratio","logmu","logratio","Y"
"4357",8,9500,3500,2500,5,452303012,"Guangxi","Rural",13000,"Coastal",3,312.10986267166,2.09186406167839,5.74367559845891,9.47271232872178
"4358",9,14000,2500,2000,7,452303012,"Guangxi","Rural",16500,"Coastal",4,221.975582685905,2.2082744135228,5.40301778647718,9.71112172047637
"4359",3,3300,1080,600,0,452303013,"Guangxi","Rural",4380,"Coastal",1,199.335548172757,1.1314021114911,5.29549111732938,8.3848268341601
"4360",3,3700,1030,1180,2,452303013,"Guangxi","Rural",4730,"Coastal",2,392.02657807309,1.1314021114911,5.97158469091611,8.46170162291155
"4361",3,2500,1000,1000,5,452303013,"Guangxi","Rural",3500,"Coastal",3,332.225913621262,1.1314021114911,5.80611615492994,8.16054681849792
"4362",3,1200,2500,400,7,452303013,"Guangxi","Rural",3700,"Coastal",4,132.890365448505,1.1314021114911,4.89027668536103,8.21611512529412
"4363",4,5760,1186,680,2,452303014,"Guangxi","Rural",6946,"Coastal",2,169.576059850374,1.41098697371026,5.13389108892584,8.84593562997551
"4364",4,0,2500,700,5,452303014,"Guangxi","Rural",2500,"Coastal",3,174.563591022444,1.41098697371026,5.16286178684777,7.82408601005631
"4365",5,5000,2500,800,7,452303014,"Guangxi","Rural",7500,"Coastal",4,159.680638722555,1.62924053973028,5.07380186655845,8.92267163276885
"4366",3,3500,1500,1000,5,452303015,"Guangxi","Rural",5000,"Coastal",3,332.225913621262,1.1314021114911,5.80611615492994,8.51721319121624
"4367",2,0,2500,200,7,452303015,"Guangxi","Rural",2500,"Coastal",4,99.5024875621891,0.741937344729377,4.60118713980266,7.82408601005631
"4368",2,0,3000,500,11,452303015,"Guangxi","Rural",3000,"Coastal",5,248.756218905473,0.741937344729377,5.51687529557086,8.00640090042804
"4369",3,3200,1100,650,0,452303016,"Guangxi","Rural",4300,"Coastal",1,215.946843853821,1.1314021114911,5.37549525386495,8.36639355722519
"4370",4,2000,1600,700,5,452303016,"Guangxi","Rural",3600,"Coastal",3,174.563591022444,1.41098697371026,5.16286178684777,8.18871690183618
"4371",6,3500,4000,900,7,452303016,"Guangxi","Rural",7500,"Coastal",4,149.750415973378,1.80828877117927,5.0096375696906,8.92267163276885
"4372",3,3400,1100,720,0,452303017,"Guangxi","Rural",4500,"Coastal",1,239.202657807309,1.1314021114911,5.477729101444,8.41185489773372
"4373",4,5015,864,1400,2,452303017,"Guangxi","Rural",5879,"Coastal",2,349.127182044888,1.41098697371026,5.85572266184347,8.67915896795312
"4374",3,2500,2000,800,5,452303017,"Guangxi","Rural",4500,"Coastal",3,265.78073089701,1.1314021114911,5.58304782814286,8.41185489773372
"4375",5,4500,2500,1200,7,452303017,"Guangxi","Rural",7000,"Coastal",4,239.520958083832,1.62924053973028,5.47905833355044,8.8536797136497
"4376",1,0,1500,200,11,452303017,"Guangxi","Rural",1500,"Coastal",5,198.019801980198,0.0953101798043249,5.28887190822528,7.31328705153484
"4377",6,6300,3000,500,2,452303019,"Guangxi","Rural",9300,"Coastal",2,83.1946755407654,1.80828877117927,4.42238462805144,9.13778043177171
"4378",6,7000,2000,1800,5,452303019,"Guangxi","Rural",9000,"Coastal",3,299.500831946755,1.80828877117927,5.70245102849754,9.10499096736774
"4379",6,6000,3000,1000,7,452303019,"Guangxi","Rural",9000,"Coastal",4,166.389351081531,1.80828877117927,5.11493134990685,9.10499096736774
"4380",3,3500,2900,500,0,452303020,"Guangxi","Rural",6400,"Coastal",1,166.112956810631,1.1314021114911,5.1132698385321,8.76406889422569
"4381",3,1900,1200,500,2,452303020,"Guangxi","Rural",3100,"Coastal",2,166.112956810631,1.1314021114911,5.1132698385321,8.03918964801747
"4382",3,3000,1500,500,7,452303020,"Guangxi","Rural",4500,"Coastal",4,166.112956810631,1.1314021114911,5.1132698385321,8.41185489773372
"4383",4,2900,2100,1000,0,452303041,"Guangxi","Rural",5000,"Coastal",1,249.376558603491,1.41098697371026,5.51936495728465,8.51721319121624
"4384",5,6000,1000,2100,2,452303041,"Guangxi","Rural",7000,"Coastal",2,419.161676646707,1.62924053973028,6.03849525158967,8.8536797136497
"4385",5,2000,2000,1000,5,452303041,"Guangxi","Rural",4000,"Coastal",3,199.600798403194,1.62924053973028,5.29682023842676,8.29407463978953
"4386",5,4200,2800,2000,7,452303041,"Guangxi","Rural",7000,"Coastal",4,399.201596806387,1.62924053973028,5.98971701307542,8.8536797136497
"4387",3,2400,1920,750,0,452303042,"Guangxi","Rural",4320,"Coastal",1,249.169435215947,1.1314021114911,5.51853438059022,8.37103382911839
"4388",2,2100,550,400,2,452303042,"Guangxi","Rural",2650,"Coastal",2,199.004975124378,0.741937344729377,5.29383219882615,7.88235265411735
"4389",3,0,2600,700,5,452303042,"Guangxi","Rural",2600,"Coastal",3,232.558139534884,1.1314021114911,5.44957016385911,7.86330518480841
"4390",3,2000,2000,650,7,452303042,"Guangxi","Rural",4000,"Coastal",4,215.946843853821,1.1314021114911,5.37549525386495,8.29407463978953
"4391",2,2100,550,400,2,452303081,"Guangxi","Rural",2650,"Coastal",2,199.004975124378,0.741937344729377,5.29383219882615,7.88235265411735
"4392",3,0,2000,600,5,452303081,"Guangxi","Rural",2000,"Coastal",3,199.335548172757,1.1314021114911,5.29549111732938,7.60095245829212
"4393",2,0,3000,400,7,452303081,"Guangxi","Rural",3000,"Coastal",4,199.004975124378,0.741937344729377,5.29383219882615,8.00640090042804
"4394",2,2800,2100,200,0,452303082,"Guangxi","Rural",4900,"Coastal",1,99.5024875621891,0.741937344729377,4.60118713980266,8.49701089205374
"4395",2,2100,550,400,2,452303082,"Guangxi","Rural",2650,"Coastal",2,199.004975124378,0.741937344729377,5.29383219882615,7.88235265411735
"4396",1,0,1800,500,5,452303082,"Guangxi","Rural",1800,"Coastal",3,495.049504950495,0.0953101798043249,6.20485974716977,7.49559749789666
"4397",4,5040,2430,800,0,452304002,"Guangxi","Rural",7470,"Coastal",1,199.501246882793,1.41098697371026,5.29632161076563,8.91866366491812
"4398",4,0,2000,600,5,452304002,"Guangxi","Rural",2000,"Coastal",3,149.625935162095,1.41098697371026,5.00880652399574,7.60095245829212
"4399",6,4400,4800,1750,7,452304002,"Guangxi","Rural",9200,"Coastal",4,291.181364392679,1.80828877117927,5.67428968798378,9.12696963254328
"4400",4,5120,1500,800,0,452304004,"Guangxi","Rural",6620,"Coastal",1,199.501246882793,1.41098697371026,5.29632161076563,8.79786575455715
"4401",2,1280,1400,720,2,452304004,"Guangxi","Rural",2680,"Coastal",2,358.208955223881,0.741937344729377,5.88139561764602,7.89360938624161
"4402",5,2400,3600,800,7,452304004,"Guangxi","Rural",6000,"Coastal",4,159.680638722555,1.62924053973028,5.07380186655845,8.69953141473797
"4403",4,8600,1800,350,0,452304006,"Guangxi","Rural",10400,"Coastal",1,87.2817955112219,1.41098697371026,4.47028697162096,9.24957070046785
"4404",3,1680,1320,500,2,452304006,"Guangxi","Rural",3000,"Coastal",2,166.112956810631,1.1314021114911,5.1132698385321,8.00640090042804
"4405",4,3200,1800,900,7,452304006,"Guangxi","Rural",5000,"Coastal",4,224.438902743142,1.41098697371026,5.41404897833099,8.51721319121624
"4406",1,1100,800,200,0,452304009,"Guangxi","Rural",1900,"Coastal",1,198.019801980198,0.0953101798043249,5.28887190822528,7.54966179534849
"4407",1,1000,800,200,2,452304009,"Guangxi","Rural",1800,"Coastal",2,198.019801980198,0.0953101798043249,5.28887190822528,7.49559749789666
"4408",3,0,2000,700,5,452304009,"Guangxi","Rural",2000,"Coastal",3,232.558139534884,1.1314021114911,5.44957016385911,7.60095245829212
"4409",1,0,1600,200,7,452304009,"Guangxi","Rural",1600,"Coastal",4,198.019801980198,0.0953101798043249,5.28887190822528,7.37782140627483
"4410",0.8,0,1200,300,11,452304009,"Guangxi","Rural",1200,"Coastal",5,370.37037037037,-0.105360515657826,5.91477346952841,7.0901601656374
"4411",2,2600,1360,240,0,452304010,"Guangxi","Rural",3960,"Coastal",1,119.402985074627,0.741937344729377,4.78334135076357,8.28402455645494
"4412",5,6000,3000,800,2,452304010,"Guangxi","Rural",9000,"Coastal",2,159.680638722555,1.62924053973028,5.07380186655845,9.10499096736774
"4413",3,0,4000,600,5,452304010,"Guangxi","Rural",4000,"Coastal",3,199.335548172757,1.1314021114911,5.29549111732938,8.29407463978953
"4414",1,0,2000,300,7,452304010,"Guangxi","Rural",2000,"Coastal",4,297.029702970297,0.0953101798043249,5.69416875381019,7.60095245829212
"4415",2,0,2000,500,11,452304010,"Guangxi","Rural",2000,"Coastal",5,248.756218905473,0.741937344729377,5.51687529557086,7.60095245829212
"4416",5,6000,450,2000,0,452304012,"Guangxi","Rural",6450,"Coastal",1,399.201596806387,1.62924053973028,5.98971701307542,8.7718509135456
"4417",1,600,1250,300,5,452304012,"Guangxi","Rural",1850,"Coastal",3,297.029702970297,0.0953101798043249,5.69416875381019,7.52299497066556
"4418",1,0,1200,100,7,452304012,"Guangxi","Rural",1200,"Coastal",4,99.009900990099,0.0953101798043249,4.5962293454281,7.0901601656374
"4419",5,6500,4300,2000,0,452304018,"Guangxi","Rural",10800,"Coastal",1,399.201596806387,1.62924053973028,5.98971701307542,9.2873106723287
"4420",5,7200,3680,850,2,452304018,"Guangxi","Rural",10880,"Coastal",2,169.660678642715,1.62924053973028,5.1343896725174,9.29469071154417
"4421",3,0,2500,500,5,452304018,"Guangxi","Rural",2500,"Coastal",3,166.112956810631,1.1314021114911,5.1132698385321,7.82408601005631
"4422",2,0,1500,200,7,452304018,"Guangxi","Rural",1500,"Coastal",4,99.5024875621891,0.741937344729377,4.60118713980266,7.31328705153484
"4423",4,5500,1300,700,0,452304019,"Guangxi","Rural",6800,"Coastal",1,174.563591022444,1.41098697371026,5.16286178684777,8.82469259693842
"4424",4,6200,1450,1050,2,452304019,"Guangxi","Rural",7650,"Coastal",2,261.845386533666,1.41098697371026,5.56813603368793,8.94247399863057
"4425",8,10000,4000,1200,7,452304019,"Guangxi","Rural",14000,"Coastal",4,149.812734082397,2.09186406167839,5.01005335201679,9.54681975142903
"4426",4,3000,4000,100,11,452304019,"Guangxi","Rural",7000,"Coastal",5,24.9376558603491,1.41098697371026,3.22038092604891,8.8536797136497
"4427",1,1500,450,120,0,452304020,"Guangxi","Rural",1950,"Coastal",1,118.811881188119,0.0953101798043249,4.77838272459278,7.57563593229419
"4428",1,1200,950,400,2,452304020,"Guangxi","Rural",2150,"Coastal",2,396.039603960396,0.0953101798043249,5.98176668438205,7.67326963166798
"4429",2,1000,800,300,5,452304020,"Guangxi","Rural",1800,"Coastal",3,149.253731343284,0.741937344729377,5.00631752823542,7.49559749789666
"4430",4,4600,2000,1000,7,452304020,"Guangxi","Rural",6600,"Coastal",4,249.376558603491,1.41098697371026,5.51936495728465,8.79484007941489
"4431",2,2600,1500,500,0,452304041,"Guangxi","Rural",4100,"Coastal",1,248.756218905473,0.741937344729377,5.51687529557086,8.31876664263886
"4432",2,3150,1450,420,2,452304041,"Guangxi","Rural",4600,"Coastal",2,208.955223880597,0.741937344729377,5.34259844615622,8.43383332137133
"4433",1,0,2000,200,5,452304041,"Guangxi","Rural",2000,"Coastal",3,198.019801980198,0.0953101798043249,5.28887190822528,7.60095245829212
"4434",1,0,1200,100,7,452304041,"Guangxi","Rural",1200,"Coastal",4,99.009900990099,0.0953101798043249,4.5962293454281,7.0901601656374
"4435",30,3840,540,600,0,452304043,"Guangxi","Rural",4380,"Coastal",1,19.9933355548151,3.40452517175483,3.00038819564833,8.3848268341601
"4436",3,2300,1050,380,2,452304043,"Guangxi","Rural",3350,"Coastal",2,126.24584717608,1.1314021114911,4.839022965673,8.11674547511986
"4437",3,3000,1000,1000,5,452304043,"Guangxi","Rural",4000,"Coastal",3,332.225913621262,1.1314021114911,5.80611615492994,8.29407463978953
"4438",3,4000,1600,1000,7,452304043,"Guangxi","Rural",5600,"Coastal",4,332.225913621262,1.1314021114911,5.80611615492994,8.63053973370666
"4439",3,3600,1800,180,0,452304081,"Guangxi","Rural",5400,"Coastal",1,59.8006644518272,1.1314021114911,4.09268759774481,8.59417275089942
"4440",1,1800,1450,200,2,452304081,"Guangxi","Rural",3250,"Coastal",2,198.019801980198,0.0953101798043249,5.28887190822528,8.08644104408119
"4441",2,5600,2400,680,5,452304081,"Guangxi","Rural",8000,"Coastal",3,338.308457711443,0.741937344729377,5.82425362065687,8.98720932058385
"4442",2,1960,4000,400,7,452304081,"Guangxi","Rural",5960,"Coastal",4,199.004975124378,0.741937344729377,5.29383219882615,8.69284253844213
"4443",1,800,300,400,0,452402001,"Guangxi","Rural",1100,"Coastal",1,396.039603960396,0.0953101798043249,5.98176668438205,7.00315636374539
"4444",1,800,1800,500,7,452402001,"Guangxi","Rural",2600,"Coastal",4,495.049504950495,0.0953101798043249,6.20485974716977,7.86330518480841
"4445",0.7,1000,2000,500,11,452402001,"Guangxi","Rural",3000,"Coastal",5,704.225352112676,-0.22314355131421,6.55724039728792,8.00640090042804
"4446",1,1100,420,320,0,452402002,"Guangxi","Rural",1520,"Coastal",1,316.831683168317,0.0953101798043249,5.75868624014151,7.32653140114997
"4447",0,0,3000,350,7,452402002,"Guangxi","Rural",3000,"Coastal",4,35000,-2.30258509299405,10.4631061976103,8.00640090042804
"4448",0.6,0,3500,500,11,452402002,"Guangxi","Rural",3500,"Coastal",5,819.672131147541,-0.356674943938732,6.70902641279558,8.16054681849792
"4449",6,600,300,200,0,452402019,"Guangxi","Rural",900,"Coastal",1,33.2778702163062,1.80828877117927,3.50789311201316,6.80250586826304
"4450",1,450,450,100,5,452402019,"Guangxi","Rural",900,"Coastal",3,99.009900990099,0.0953101798043249,4.5962293454281,6.80250586826304
"4451",1,0,2956,880,7,452402019,"Guangxi","Rural",2956,"Coastal",4,871.287128712871,0.0953101798043249,6.77008634276047,7.99162611099521
"4452",1,0,840,100,0,452402020,"Guangxi","Rural",840,"Coastal",1,99.009900990099,0.0953101798043249,4.5962293454281,6.7335209323708
"4453",1,2000,700,300,2,452402020,"Guangxi","Rural",2700,"Coastal",2,297.029702970297,0.0953101798043249,5.69416875381019,7.9010440883436
"4454",1,400,400,60,5,452402020,"Guangxi","Rural",800,"Coastal",3,59.4059405940594,0.0953101798043249,4.08607614948468,6.68473671985608
"4455",1,800,1000,500,0,452404002,"Guangxi","Rural",1800,"Coastal",1,495.049504950495,0.0953101798043249,6.20485974716977,7.49559749789666
"4456",1,3000,1500,250,7,452404002,"Guangxi","Rural",4500,"Coastal",4,247.524752475248,0.0953101798043249,5.51191450542305,8.41185489773372
"4457",1,3000,1500,250,11,452404002,"Guangxi","Rural",4500,"Coastal",5,247.524752475248,0.0953101798043249,5.51191450542305,8.41185489773372
"4458",2,0,2000,100,5,452404008,"Guangxi","Rural",2000,"Coastal",3,49.7512437810945,0.741937344729377,3.9090434465699,7.60095245829212
"4459",2,0,1500,200,7,452404008,"Guangxi","Rural",1500,"Coastal",4,99.5024875621891,0.741937344729377,4.60118713980266,7.31328705153484
"4460",2,0,1500,200,11,452404008,"Guangxi","Rural",1500,"Coastal",5,99.5024875621891,0.741937344729377,4.60118713980266,7.31328705153484
"4461",2,2400,2000,300,0,452404010,"Guangxi","Rural",4400,"Coastal",1,149.253731343284,0.741937344729377,5.00631752823542,8.38938254692082
"4462",2,0,1500,500,2,452404010,"Guangxi","Rural",1500,"Coastal",2,248.756218905473,0.741937344729377,5.51687529557086,7.31328705153484
"4463",3,0,3000,800,5,452404010,"Guangxi","Rural",3000,"Coastal",3,265.78073089701,1.1314021114911,5.58304782814286,8.00640090042804
"4464",3,0,2000,600,7,452404010,"Guangxi","Rural",2000,"Coastal",4,199.335548172757,1.1314021114911,5.29549111732938,7.60095245829212
"4465",3,0,2000,600,11,452404010,"Guangxi","Rural",2000,"Coastal",5,199.335548172757,1.1314021114911,5.29549111732938,7.60095245829212
"4466",1,1200,1000,150,0,452404011,"Guangxi","Rural",2200,"Coastal",1,148.514851485149,0.0953101798043249,5.00135806998924,7.69625809285884
"4467",1,4000,1400,700,2,452404011,"Guangxi","Rural",5400,"Coastal",2,693.069306930693,0.0953101798043249,6.54127427949634,8.59417275089942
"4468",2,500,3500,900,5,452404011,"Guangxi","Rural",4000,"Coastal",3,447.761194029851,0.741937344729377,6.10448334965148,8.29407463978953
"4469",2,800,10000,500,7,452404011,"Guangxi","Rural",10800,"Coastal",4,248.756218905473,0.741937344729377,5.51687529557086,9.2873106723287
"4470",2,800,1020,550,11,452404011,"Guangxi","Rural",1820,"Coastal",5,273.63184079602,0.741937344729377,5.61214894393874,7.50664672361636
"4471",1,700,900,150,0,452404014,"Guangxi","Rural",1600,"Coastal",1,148.514851485149,0.0953101798043249,5.00135806998924,7.37782140627483
"4472",2,2000,2000,200,5,452404014,"Guangxi","Rural",4000,"Coastal",3,99.5024875621891,0.741937344729377,4.60118713980266,8.29407463978953
"4473",1,0,3600,800,7,452404014,"Guangxi","Rural",3600,"Coastal",4,792.079207920792,0.0953101798043249,6.6747876388459,8.18871690183618
"4474",1,0,2000,200,0,452404016,"Guangxi","Rural",2000,"Coastal",1,198.019801980198,0.0953101798043249,5.28887190822528,7.60095245829212
"4475",1,2000,2000,800,5,452404016,"Guangxi","Rural",4000,"Coastal",3,792.079207920792,0.0953101798043249,6.6747876388459,8.29407463978953
"4476",1,200,1200,350,7,452404016,"Guangxi","Rural",1400,"Coastal",4,346.534653465347,0.0953101798043249,5.84827135343014,7.24429894162388
"4477",1,200,1200,350,11,452404016,"Guangxi","Rural",1400,"Coastal",5,346.534653465347,0.0953101798043249,5.84827135343014,7.24429894162388
"4478",2,0,2000,550,0,452404017,"Guangxi","Rural",2000,"Coastal",1,273.63184079602,0.741937344729377,5.61214894393874,7.60095245829212
"4479",1,0,0,0,2,452404017,"Guangxi","Rural",0,"Coastal",2,0,0.0953101798043249,-2.30258509299405,-2.30258509299405
"4480",0,0,700,100,7,452404017,"Guangxi","Rural",700,"Coastal",4,10000,-2.30258509299405,9.21035037192618,6.55122318198315
"4481",1,0,1000,0,11,452404017,"Guangxi","Rural",1000,"Coastal",5,0,0.0953101798043249,-2.30258509299405,6.90785527398247
"4482",1,1400,300,700,0,452404018,"Guangxi","Rural",1700,"Coastal",1,693.069306930693,0.0953101798043249,6.54127427949634,7.43844235184368
"4483",1,1500,1500,360,2,452404018,"Guangxi","Rural",3000,"Coastal",2,356.435643564356,0.0953101798043249,5.87643421680419,8.00640090042804
"4484",1,0,1000,300,7,452404018,"Guangxi","Rural",1000,"Coastal",4,297.029702970297,0.0953101798043249,5.69416875381019,6.90785527398247
"4485",1,0,3000,400,11,452404018,"Guangxi","Rural",3000,"Coastal",5,396.039603960396,0.0953101798043249,5.98176668438205,8.00640090042804
"4486",1,3500,3500,1500,0,452404019,"Guangxi","Rural",7000,"Coastal",1,1485.14851485149,0.0953101798043249,7.30333738730368,8.8536797136497
"4487",1,0,3900,700,7,452404019,"Guangxi","Rural",3900,"Coastal",4,693.069306930693,0.0953101798043249,6.54127427949634,8.26875747281465
"4488",1,0,3500,750,11,452404019,"Guangxi","Rural",3500,"Coastal",5,742.574257425743,0.0953101798043249,6.61025753327711,8.16054681849792
"4489",1,1200,600,150,0,452404020,"Guangxi","Rural",1800,"Coastal",1,148.514851485149,0.0953101798043249,5.00135806998924,7.49559749789666
"4490",1,1000,1000,300,5,452404020,"Guangxi","Rural",2000,"Coastal",3,297.029702970297,0.0953101798043249,5.69416875381019,7.60095245829212
"4491",1,0,4200,800,7,452404020,"Guangxi","Rural",4200,"Coastal",4,792.079207920792,0.0953101798043249,6.6747876388459,8.34286361351183
"4492",1,700,700,200,0,452404041,"Guangxi","Rural",1400,"Coastal",1,198.019801980198,0.0953101798043249,5.28887190822528,7.24429894162388
"4493",1,600,300,100,2,452404041,"Guangxi","Rural",900,"Coastal",2,99.009900990099,0.0953101798043249,4.5962293454281,6.80250586826304
"4494",0,0,600,150,7,452404041,"Guangxi","Rural",600,"Coastal",4,15000,-2.30258509299405,9.61581214672879,6.39709630799547
"4495",1,420,420,70,0,452404042,"Guangxi","Rural",840,"Coastal",1,69.3069306930693,0.0953101798043249,4.23998672842086,6.7335209323708
